代码	名称	流通股(亿)
300171	东富龙	4.19
600479	千金药业	4.19
300289	利德曼	4.17
603003	龙宇燃油	4.17
300342	天银机电	4.16
600821	*ST劝业	4.16
603728	鸣志电器	4.16
000019	深粮控股	4.16
002363	隆基机械	4.16
002406	远东传动	4.16
603686	龙马环卫	4.16
002116	中国海诚	4.15
300085	银之杰	4.15
000715	中兴商业	4.15
603305	旭升股份	4.15
002504	弘高创意	4.15
603861	白云电器	4.13
600242	*ST中昌	4.13
002582	好想你	4.12
002928	华夏航空	4.12
600230	沧州大化	4.12
600113	浙江东日	4.11
000570	苏常柴Ａ	4.11
300252	金信诺	4.11
000032	深桑达Ａ	4.11
600645	中源协和	4.11
300200	高盟新材	4.11
601116	三江购物	4.11
600579	克劳斯	4.1
002196	方正电机	4.1
300013	新宁物流	4.09
300415	伊之密	4.09
600882	妙可蓝多	4.09
002046	轴研科技	4.09
002775	文科园林	4.08
600131	国网信通	4.08
601698	中国卫通	4.08
300004	南风股份	4.07
002606	大连电瓷	4.07
000701	厦门信达	4.07
600729	重庆百货	4.06
000505	京粮控股	4.06
000409	ST地矿	4.06
002514	宝馨科技	4.06
300138	晨光生物	4.05
300016	北陆药业	4.05
603920	世运电路	4.05
600719	大连热电	4.05
603015	弘讯科技	4.04
600523	贵航股份	4.04
603043	广州酒家	4.04
300149	量子生物	4.04
600587	新华医疗	4.03
002693	双成药业	4.03
002859	洁美科技	4.03
002232	启明信息	4.03
000048	京基智农	4.02
603318	派思股份	4.02
002759	天际股份	4.02
600156	华升股份	4.02
603081	大丰实业	4.02
002713	东易日盛	4.01
601949	中国出版	4.01
603355	莱克电气	4.01
603001	奥康国际	4.01
600838	上海九百	4.01
002581	未名医药	4.01
603878	武进不锈	4.01
000893	东凌国际	4.01
002015	协鑫能科	4.01
300506	名家汇	4
300210	森远股份	4
603839	安正时尚	4
000551	创元科技	4
601177	杭齿前进	4
300633	开立医疗	4
600365	通葡股份	4
603730	岱美股份	4
600592	龙溪股份	4
000756	新华制药	3.99
002090	金智科技	3.99
300025	华星创业	3.99
603986	兆易创新	3.99
600760	中航沈飞	3.99
002492	恒基达鑫	3.98
600088	中视传媒	3.98
002750	龙津药业	3.97
002561	徐家汇	3.97
300360	炬华科技	3.97
603936	博敏电子	3.97
600822	上海物贸	3.96
002645	华宏科技	3.96
603100	川仪股份	3.95
002346	柘中股份	3.95
300087	荃银高科	3.94
002455	百川股份	3.94
002441	众业达	3.94
002708	光洋股份	3.93
000025	特 力Ａ	3.93
300463	迈克生物	3.92
002420	ST毅昌	3.92
300018	中元股份	3.92
603989	艾华集团	3.91
600650	锦江投资	3.91
000713	丰乐种业	3.89
600387	海越能源	3.88
002584	西陇科学	3.88
603008	喜临门	3.87
002841	视源股份	3.87
002459	晶澳科技	3.86
300140	中环装备	3.86
000633	合金投资	3.85
603558	健盛集团	3.84
600891	*ST秋林	3.84
000596	古井贡酒	3.84
000777	中核科技	3.83
600202	哈空调	3.83
002331	皖通科技	3.83
300773	拉卡拉	3.83
600359	新农开发	3.82
300076	GQY视讯	3.81
300100	双林股份	3.81
300403	汉宇集团	3.81
300050	世纪鼎利	3.81
600149	ST坊展	3.8
002786	银宝山新	3.8
000890	*ST胜尔	3.8
300558	贝达药业	3.79
300349	金卡智能	3.79
300466	赛摩智能	3.79
601827	三峰环境	3.78
000833	粤桂股份	3.78
300258	精锻科技	3.77
002863	今飞凯达	3.77
300272	开能健康	3.77
300096	易联众	3.77
600865	百大集团	3.76
300172	中电环保	3.76
600735	新华锦	3.76
600610	*ST毅达	3.76
300176	派生科技	3.75
600769	祥龙电业	3.75
600781	*ST辅仁	3.74
300036	超图软件	3.74
300356	光一科技	3.74
300282	三盛教育	3.74
002336	ST人乐	3.73
000993	闽东电力	3.73
600135	乐凯胶片	3.73
002637	赞宇科技	3.73
603429	集友股份	3.73
300322	硕贝德	3.72
002053	云南能投	3.72
002173	创新医疗	3.71
002096	南岭民爆	3.71
002009	天奇股份	3.71
002541	鸿路钢构	3.7
600969	郴电国际	3.7
300346	南大光电	3.7
603385	惠达卫浴	3.69
002286	保龄宝	3.69
600218	全柴动力	3.69
300081	恒信东方	3.69
002105	信隆健康	3.69
300419	浩丰科技	3.68
000028	国药一致	3.68
002119	康强电子	3.68
300353	东土科技	3.67
002151	北斗星通	3.67
000637	茂化实华	3.66
600695	绿庭投资	3.66
603712	七一二	3.66
300233	金城医药	3.66
300227	光韵达	3.66
300163	先锋新材	3.65
002599	盛通股份	3.65
603260	合盛硅业	3.65
002243	通产丽星	3.65
002137	麦达数字	3.65
600232	金鹰股份	3.65
600505	西昌电力	3.65
300410	正业科技	3.64
300164	通源石油	3.64
002746	仙坛股份	3.63
000554	泰山石油	3.63
002635	安洁科技	3.63
300214	日科化学	3.62
300240	飞力达	3.62
300497	富祥药业	3.61
600095	哈高科	3.61
002103	广博股份	3.61
300121	阳谷华泰	3.6
000978	桂林旅游	3.6
600107	美尔雅	3.6
002655	共达电声	3.6
000619	海螺型材	3.6
603368	柳药股份	3.6
300231	银信科技	3.59
000593	大通燃气	3.58
002098	浔兴股份	3.58
600721	ST百花	3.57
002214	大立科技	3.57
300623	捷捷微电	3.57
002231	奥维通信	3.57
000026	飞亚达	3.57
000679	*ST友谊	3.56
002150	通润装备	3.55
601798	蓝科高新	3.55
002579	中京电子	3.53
300265	通光线缆	3.53
600283	钱江水利	3.53
002686	亿利达	3.53
000605	渤海股份	3.53
600235	民丰特纸	3.51
002322	理工环科	3.51
600727	鲁北化工	3.51
002664	长鹰信质	3.5
600678	四川金顶	3.49
300391	康跃科技	3.49
600556	天下秀	3.49
002568	百润股份	3.49
300365	恒华科技	3.48
603688	石英股份	3.47
300130	新国都	3.46
600302	标准股份	3.46
300390	天华超净	3.46
002190	成飞集成	3.45
000996	中国中期	3.45
002629	*ST仁智	3.44
603010	万盛股份	3.44
600668	尖峰集团	3.44
002278	神开股份	3.44
000532	华金资本	3.44
300041	回天新材	3.43
300022	吉峰科技	3.43
300456	赛微电子	3.43
002187	广百股份	3.42
603313	梦百合	3.42
002832	比音勒芬	3.41
601865	福莱特	3.41
600855	航天长峰	3.41
600767	ST运盛	3.41
603900	莱绅通灵	3.4
300206	理邦仪器	3.4
002111	威海广泰	3.4
000661	长春高新	3.4
002691	冀凯股份	3.39
300179	四方达	3.39
000037	深南电A	3.39
603668	天马科技	3.39
600889	南京化纤	3.38
600929	湖南盐业	3.37
603612	索通发展	3.37
002696	百洋股份	3.37
603777	来伊份	3.37
600247	*ST成城	3.36
002838	道恩股份	3.36
603689	皖天然气	3.36
002614	奥佳华	3.36
002743	富煌钢构	3.35
300107	建新股份	3.35
600696	ST岩石	3.34
300277	海联讯	3.34
002457	青龙管业	3.34
603007	花王股份	3.33
002296	辉煌科技	3.33
603808	歌力思	3.33
300366	创意信息	3.32
000430	张家界	3.32
002201	九鼎新材	3.32
603855	华荣股份	3.31
300065	海兰信	3.31
300333	兆日科技	3.31
002851	麦格米特	3.3
300406	九强生物	3.3
600379	宝光股份	3.3
600391	航发科技	3.3
300075	数字政通	3.3
300084	海默科技	3.3
300422	博世科	3.3
600702	舍得酒业	3.3
600764	中国海防	3.29
603009	北特科技	3.28
002690	美亚光电	3.28
002037	保利联合	3.27
002272	川润股份	3.27
300056	中创环保	3.27
603336	宏辉果蔬	3.27
600731	湖南海利	3.27
002733	雄韬股份	3.26
000799	酒鬼酒	3.25
002661	克明面业	3.25
600756	浪潮软件	3.24
000911	ST南糖	3.24
300031	宝通科技	3.24
002114	罗平锌电	3.23
002394	联发股份	3.23
300699	光威复材	3.23
603168	莎普爱思	3.23
300264	佳创视讯	3.22
600860	*ST京城	3.22
002741	光华科技	3.22
603005	晶方科技	3.22
603566	普莱柯	3.21
002783	凯龙股份	3.21
600543	莫高股份	3.21
300281	金明精机	3.21
600763	通策医疗	3.21
002734	利民股份	3.2
000948	南天信息	3.2
603020	爱普股份	3.2
603222	济民制药	3.2
603021	山东华鹏	3.2
002727	一心堂	3.2
300165	天瑞仪器	3.19
000798	中水渔业	3.19
000611	ST天首	3.19
300154	瑞凌股份	3.19
002702	海欣食品	3.19
300444	双杰电气	3.19
300248	新开普	3.18
600608	ST沪科	3.18
002788	鹭燕医药	3.18
002323	*ST雅博	3.18
300153	科泰电源	3.17
600612	XD老凤祥	3.17
600861	北京城乡	3.17
002347	泰尔股份	3.17
300438	鹏辉能源	3.17
300234	开尔新材	3.16
002700	ST浩源	3.16
002634	棒杰股份	3.16
603069	海汽集团	3.16
002088	鲁阳节能	3.16
002403	爱仕达	3.16
600319	ST亚星	3.16
300397	天和防务	3.15
300362	天翔环境	3.15
300409	道氏技术	3.15
002381	双箭股份	3.15
002513	*ST蓝丰	3.14
603326	我乐家居	3.14
603358	华达科技	3.14
603393	新天然气	3.14
600081	东风科技	3.14
002677	浙江美大	3.13
002357	富临运业	3.13
002282	博深股份	3.12
002054	德美化工	3.12
000909	数源科技	3.12
002580	圣阳股份	3.12
000153	丰原药业	3.12
002313	日海智能	3.11
600778	友好集团	3.11
300209	天泽信息	3.11
600051	宁波联合	3.11
002620	瑞和股份	3.11
000504	ST生物	3.11
688122	西部超导	3.1
002211	宏达新材	3.1
600486	扬农化工	3.1
603898	好莱客	3.1
300766	每日互动	3.1
603339	四方科技	3.09
603179	新泉股份	3.09
000638	万方发展	3.09
300344	太空智造	3.09
000007	全新好	3.09
603105	芯能科技	3.08
300475	聚隆科技	3.08
002186	全 聚 德	3.08
300245	天玑科技	3.08
300350	华鹏飞	3.08
600119	ST长投	3.07
300630	普利制药	3.07
603306	华懋科技	3.07
300249	依米康	3.05
603779	ST威龙	3.05
002039	黔源电力	3.05
600080	ST金花	3.05
002265	西仪股份	3.05
600746	江苏索普	3.05
600843	上工申贝	3.05
002658	雪迪龙	3.04
600152	维科技术	3.03
300641	正丹股份	3.03
002818	富森美	3.03
000635	英 力 特	3.03
000017	*ST中华A	3.03
000835	*ST长动	3.03
300195	长荣股份	3.03
002401	中远海科	3.02
603600	永艺股份	3.02
600259	广晟有色	3.02
000952	广济药业	3.01
600796	钱江生化	3.01
603906	龙蟠科技	3.01
603066	音飞储存	3.01
300414	中光防雷	3.01
300429	强力新材	3
300167	迪威迅	3
603996	*ST中新	3
600463	空港股份	3
601007	金陵饭店	3
300821	东岳硅材	3
300534	陇神戎发	2.99
000819	岳阳兴长	2.99
002674	兴业科技	2.99
300278	华昌达	2.99
600356	恒丰纸业	2.99
603767	中马传动	2.99
600897	厦门空港	2.98
601606	长城军工	2.98
300737	科顺股份	2.97
600378	昊华科技	2.97
600389	江山股份	2.97
300211	亿通科技	2.97
002248	华东数控	2.97
002360	同德化工	2.97
603398	邦宝益智	2.96
601068	中铝国际	2.96
300559	佳发教育	2.96
002494	华斯股份	2.95
603131	上海沪工	2.95
000953	*ST河化	2.94
600694	大商股份	2.94
000666	经纬纺机	2.94
002316	亚联发展	2.93
603616	韩建河山	2.93
002766	*ST索菱	2.93
300334	津膜科技	2.93
600371	万向德农	2.93
000609	中迪投资	2.92
603488	展鹏科技	2.92
300216	千山药机	2.92
000663	*ST永林	2.91
600367	红星发展	2.91
603085	天成自控	2.91
000691	亚太实业	2.9
300568	星源材质	2.9
300387	富邦股份	2.89
688033	天宜上佳	2.89
300586	美联新材	2.88
600714	金瑞矿业	2.88
603367	辰欣药业	2.88
000820	*ST节能	2.88
002730	电光科技	2.87
300151	昌红科技	2.87
600661	昂立教育	2.87
300109	新开源	2.86
603035	常熟汽饰	2.86
002687	乔治白	2.86
300236	上海新阳	2.86
600513	联环药业	2.85
002560	通达股份	2.85
688599	天合光能	2.85
603388	元成股份	2.85
002571	德力股份	2.84
300657	弘信电子	2.84
300602	飞荣达	2.83
300759	康龙化成	2.83
300496	中科创达	2.83
002577	雷柏科技	2.83
603223	恒通股份	2.82
688007	光峰科技	2.82
000705	浙江震元	2.82
300511	雪榕生物	2.81
300468	四方精创	2.81
002657	中科金财	2.8
300531	优博讯	2.8
002774	快意电梯	2.8
603882	金域医学	2.8
603879	永悦科技	2.79
600876	洛阳玻璃	2.79
300327	中颖电子	2.79
601696	中银证券	2.78
300089	文化长城	2.78
300155	安居宝	2.78
002803	吉宏股份	2.78
002749	国光股份	2.76
601799	星宇股份	2.76
300674	宇信科技	2.76
002827	高争民爆	2.76
002765	蓝黛传动	2.75
688005	容百科技	2.74
603628	清源股份	2.74
603648	畅联股份	2.73
603883	老百姓	2.73
603017	中衡设计	2.73
300335	迪森股份	2.72
600493	凤竹纺织	2.72
300019	硅宝科技	2.72
300471	厚普股份	2.72
600933	爱柯迪	2.71
002605	姚记科技	2.71
002911	佛燃能源	2.71
603239	浙江仙通	2.71
300095	华伍股份	2.7
300395	菲利华	2.7
002598	山东章鼓	2.7
300293	蓝英装备	2.7
300033	同花顺	2.69
002034	旺能环境	2.69
600419	天润乳业	2.69
002777	久远银海	2.68
002395	双象股份	2.68
300183	东软载波	2.68
603598	引力传媒	2.68
603887	城地股份	2.67
603838	四通股份	2.67
603099	长白山	2.67
000702	正虹科技	2.67
000151	中成股份	2.67
000613	大东海A	2.66
300378	鼎捷软件	2.65
603611	诺力股份	2.65
300396	迪瑞医疗	2.64
688088	虹软科技	2.64
300775	三角防务	2.64
300125	聆达股份	2.64
000752	*ST西发	2.64
603633	徕木股份	2.64
603667	五洲新春	2.63
300627	华测导航	2.63
603389	*ST亚振	2.63
300169	天晟新材	2.63
300777	中简科技	2.62
603701	德宏股份	2.61
603360	百傲化学	2.61
002193	如意集团	2.61
300052	中青宝	2.6
603309	维力医疗	2.6
603789	星光农机	2.6
002529	*ST海源	2.6
603387	基蛋生物	2.6
002769	普路通	2.6
002192	*ST融捷	2.59
300392	腾信股份	2.59
300338	开元股份	2.59
002289	ST宇顺	2.59
600250	南纺股份	2.59
603737	三棵树	2.58
300748	金力永磁	2.58
300464	星徽精密	2.58
300238	冠昊生物	2.57
300302	同有科技	2.57
300423	鲁亿通	2.57
603603	博天环境	2.56
601330	绿色动力	2.56
300037	新宙邦	2.56
600692	亚通股份	2.55
002772	众兴菌业	2.55
300481	濮阳惠成	2.55
300030	阳普医疗	2.54
600962	国投中鲁	2.54
300569	天能重工	2.54
300427	红相股份	2.53
002790	瑞尔特	2.53
603138	海量数据	2.53
600898	*ST美讯	2.53
300329	海伦钢琴	2.52
002095	生 意 宝	2.52
600241	*ST时万	2.52
000785	居然之家	2.51
002669	康达新材	2.5
300426	唐德影视	2.5
002295	精艺股份	2.5
600573	惠泉啤酒	2.5
603518	锦泓集团	2.5
002462	嘉事堂	2.5
300676	华大基因	2.49
300351	永贵电器	2.49
002793	罗欣药业	2.49
603033	三维股份	2.49
300040	九洲集团	2.48
300485	赛升药业	2.48
603165	荣晟环保	2.48
300431	暴风集团	2.48
600211	西藏药业	2.48
603960	克来机电	2.47
600128	弘业股份	2.47
603680	今创集团	2.46
002134	天津普林	2.46
300196	长海股份	2.46
002592	ST八菱	2.46
688012	中微公司	2.45
300449	汉邦高科	2.45
300103	达刚控股	2.45
600992	贵绳股份	2.45
300119	瑞普生物	2.45
603577	汇金通	2.45
300587	天铁股份	2.44
002365	永安药业	2.44
002811	郑中设计	2.44
002199	东晶电子	2.43
002761	多喜爱	2.43
002855	捷荣技术	2.43
603637	镇海股份	2.43
300174	元力股份	2.42
603690	至纯科技	2.42
601609	金田铜业	2.42
300486	东杰智能	2.42
603615	茶花股份	2.42
603717	天域生态	2.42
002740	爱迪尔	2.42
300513	恒实科技	2.41
600228	ST昌九	2.41
300482	万孚生物	2.41
603258	电魂网络	2.41
002188	ST巴士	2.41
002757	南兴股份	2.4
603196	日播时尚	2.4
603886	元祖股份	2.4
002748	世龙实业	2.4
002338	奥普光电	2.4
000590	启迪古汉	2.39
300502	新易盛	2.39
603876	鼎胜新材	2.39
600818	中路股份	2.38
603505	金石资源	2.38
300007	汉威科技	2.38
002207	准油股份	2.38
600071	凤凰光学	2.37
688396	华润微	2.37
600561	江西长运	2.37
300120	经纬辉开	2.37
300283	温州宏丰	2.37
603639	海利尔	2.36
002837	英维克	2.36
600883	博闻科技	2.36
002679	福建金森	2.36
300460	惠伦晶体	2.36
000610	西安旅游	2.35
603696	安记食品	2.35
603988	中电电机	2.35
600301	ST南化	2.35
603520	司太立	2.35
300490	华自科技	2.35
002553	南方轴承	2.34
002612	朗姿股份	2.34
603727	博迈科	2.34
002842	翔鹭钨业	2.34
000915	山大华特	2.33
300430	诚益通	2.33
002409	雅克科技	2.33
300379	东方通	2.33
300305	裕兴股份	2.33
300637	扬帆新材	2.32
000038	深大通	2.32
603918	金桥信息	2.32
002566	益盛药业	2.32
002066	瑞泰科技	2.31
600679	上海凤凰	2.31
300735	光弘科技	2.3
603345	安井食品	2.3
600539	ST狮头	2.3
603703	盛洋科技	2.3
002417	深南股份	2.29
300162	雷曼光电	2.29
688002	睿创微纳	2.29
300049	福瑞股份	2.28
600083	*ST博信	2.28
300523	辰安科技	2.28
300603	立昂技术	2.28
300127	银河磁体	2.27
300663	科蓝软件	2.27
000856	冀东装备	2.27
300783	三只松鼠	2.27
600749	西藏旅游	2.27
600774	汉商集团	2.27
603630	拉芳家化	2.27
300435	中泰股份	2.27
603825	华扬联众	2.26
600097	开创国际	2.26
300386	飞天诚信	2.26
600785	新华百货	2.26
002615	哈尔斯	2.25
002335	科华恒盛	2.25
603508	思维列控	2.25
300385	雪浪环境	2.25
600563	法拉电子	2.25
300051	三五互联	2.25
603058	永吉股份	2.25
600857	宁波中百	2.24
603229	奥翔药业	2.24
600766	园城黄金	2.24
600560	金自天正	2.24
002950	奥美医疗	2.24
600833	第一医药	2.23
603788	宁波高发	2.23
300412	迦南科技	2.23
002821	凯莱英	2.22
002189	中光学	2.22
603519	立霸股份	2.22
300740	御家汇	2.22
000695	滨海能源	2.22
603028	赛福天	2.21
603189	网达软件	2.21
002227	奥 特 迅	2.2
600213	亚星客车	2.2
603315	福鞍股份	2.2
300139	晓程科技	2.2
002798	帝欧家居	2.2
002731	萃华珠宝	2.2
603088	宁波精达	2.2
300536	农尚环境	2.19
600099	林海股份	2.19
300384	三联虹普	2.19
603557	起步股份	2.19
000567	海德股份	2.18
603056	德邦股份	2.18
603958	哈森股份	2.17
603801	志邦家居	2.17
603158	腾龙股份	2.17
603819	神力股份	2.17
002591	恒大高新	2.17
300512	中亚股份	2.16
002290	ST中科创	2.16
300218	安利股份	2.16
300528	幸福蓝海	2.16
300647	超频三	2.16
002872	ST天圣	2.15
002136	安 纳 达	2.14
600706	曲江文旅	2.13
603929	亚翔集成	2.13
300458	全志科技	2.13
300046	台基股份	2.13
002738	中矿资源	2.12
300112	万讯自控	2.12
002796	世嘉科技	2.12
300639	凯普生物	2.12
300106	西部牧业	2.11
300126	锐奇股份	2.11
603881	数据港	2.11
300454	深信服	2.1
603311	金海环境	2.1
002843	泰嘉股份	2.1
603966	法兰泰克	2.1
603133	碳元科技	2.09
002884	凌霄泵业	2.09
603089	正裕工业	2.09
300407	凯发电气	2.09
002781	奇信股份	2.08
300434	金石亚药	2.08
603800	道森股份	2.08
603226	菲林格尔	2.08
002253	川大智胜	2.07
000411	英特集团	2.07
300191	潜能恒信	2.07
603039	泛微网络	2.07
300439	美康生物	2.06
002852	道道全	2.06
002234	民和股份	2.06
002213	特 尔 佳	2.06
300600	瑞特股份	2.06
002660	茂硕电源	2.05
000049	德赛电池	2.05
300670	大烨智能	2.05
300679	电连技术	2.05
603968	醋化股份	2.04
002877	智能自控	2.04
300526	中潜股份	2.04
603768	常青股份	2.04
603787	新日股份	2.04
603985	恒润股份	2.04
603036	如通股份	2.03
603316	诚邦股份	2.03
002820	桂发祥	2.03
603026	石大胜华	2.03
600234	ST山水	2.02
300288	朗玛信息	2.02
603177	德创环保	2.02
300402	宝色股份	2.02
603903	中持股份	2.02
300416	苏试试验	2.02
300097	智云股份	2.02
000014	沙河股份	2.02
603928	兴业股份	2.02
300312	邦讯技术	2.01
603933	睿能科技	2.01
603178	圣龙股份	2.01
300634	彩讯股份	2.01
603586	金麒麟	2.01
002753	永东股份	2
002552	宝鼎科技	2
603022	新通联	2
300643	万通智控	2
300029	天龙光电	2
002795	永和智控	2
002319	*ST乐通	2
300542	新晨科技	2
002906	华阳集团	1.99
603496	恒为科技	1.99
002112	三变科技	1.99
603617	君禾股份	1.98
300270	中威电子	1.98
600345	长江通信	1.98
000923	河钢资源	1.98
300093	金刚玻璃	1.98
300621	维业股份	1.98
300428	四通新材	1.98
300520	科大国创	1.97
603798	康普顿	1.97
603266	天龙股份	1.97
300499	高澜股份	1.96
600421	ST仰帆	1.96
300446	乐凯新材	1.96
002758	华通医药	1.95
002742	三圣股份	1.94
603659	璞泰来	1.94
000586	汇源通信	1.93
603379	三美股份	1.93
002082	万邦德	1.93
603693	江苏新能	1.93
002763	汇洁股份	1.93
300570	太辰光	1.92
300424	航新科技	1.92
603677	奇精机械	1.92
603716	塞力斯	1.91
603006	联明股份	1.91
603279	景津环保	1.9
603890	春秋电子	1.9
300507	苏奥传感	1.9
300560	中富通	1.89
603663	三祥新材	1.89
002762	金发拉比	1.89
300062	中能电气	1.89
300314	戴维医疗	1.89
002499	*ST科林	1.89
300591	万里马	1.88
300503	昊志机电	1.88
000628	高新发展	1.88
300243	瑞丰高材	1.88
600615	丰华股份	1.88
300525	博思软件	1.88
300618	寒锐钴业	1.88
300541	先进数通	1.86
002205	国统股份	1.86
000929	兰州黄河	1.86
002878	元隆雅图	1.86
603726	朗迪集团	1.86
603220	中贝通信	1.86
002756	永兴材料	1.85
300313	天山生物	1.84
603363	傲农生物	1.84
603038	华立股份	1.84
300421	力星股份	1.84
300226	上海钢联	1.83
000502	绿景控股	1.83
002393	力生制药	1.82
300400	劲拓股份	1.82
300596	利安隆	1.82
002787	华源控股	1.82
002881	美格智能	1.81
000020	深华发Ａ	1.81
603585	苏利股份	1.8
300678	中科信息	1.8
300662	科锐国际	1.8
300516	久之洋	1.8
002799	环球印务	1.8
300470	中密控股	1.8
603486	科沃斯	1.8
002930	宏川智慧	1.79
600753	东方银星	1.79
002362	汉王科技	1.79
603331	百达精工	1.78
300597	吉大通信	1.78
600306	*ST商城	1.77
000995	*ST皇台	1.77
600793	宜宾纸业	1.77
002768	国恩股份	1.77
002723	金莱特	1.76
300394	天孚通信	1.76
002072	ST凯瑞	1.76
000779	甘咨询	1.76
002725	跃岭股份	1.75
002200	ST云投	1.75
300579	数字认证	1.74
300453	三鑫医疗	1.73
002941	新疆交建	1.73
300672	国科微	1.73
300555	路通视信	1.72
300192	科斯伍德	1.72
300286	安科瑞	1.72
603232	格尔软件	1.72
300340	科恒股份	1.72
300581	晨曦航空	1.72
300515	三德科技	1.72
603596	伯特利	1.71
002808	恒久科技	1.71
002722	金轮股份	1.71
300590	移为通信	1.71
300374	恒通科技	1.7
002792	通宇通讯	1.7
603738	泰晶科技	1.7
300666	江丰电子	1.7
300447	全信股份	1.7
300724	捷佳伟创	1.7
600182	S佳通	1.7
600262	北方股份	1.7
603106	恒银科技	1.69
300567	精测电子	1.69
603536	惠发食品	1.68
300161	华中数控	1.68
300472	新元科技	1.68
300042	朗科科技	1.68
300330	华虹计通	1.68
300479	神思电子	1.68
300295	三六五网	1.67
603383	顶点软件	1.67
300092	科新机电	1.67
603811	诚意药业	1.67
002315	焦点科技	1.67
300509	新美星	1.67
300607	拓斯达	1.66
600599	*ST熊猫	1.66
601086	国芳集团	1.66
002925	盈趣科技	1.66
300469	信息发展	1.66
300141	和顺电气	1.66
300331	苏大维格	1.65
002576	通达动力	1.64
603757	大元泵业	1.64
603197	保隆科技	1.64
300389	艾比森	1.64
300532	今天国际	1.64
603533	掌阅科技	1.63
002719	*ST麦趣	1.62
603458	勘设股份	1.62
002887	绿茵生态	1.62
002880	卫光生物	1.61
300254	仟源医药	1.61
600476	湘邮科技	1.61
603277	银都股份	1.61
603050	科林电气	1.61
300604	长川科技	1.6
603032	德新交运	1.6
600272	开开实业	1.6
603380	易德龙	1.6
002836	新宏泽	1.6
002473	ST圣莱	1.6
002623	亚玛顿	1.6
300443	金雷股份	1.59
002946	新乳业	1.59
300550	和仁科技	1.59
603926	铁流股份	1.59
300547	川环科技	1.59
600520	文一科技	1.58
300500	启迪设计	1.58
603267	鸿远电子	1.58
300543	朗科智能	1.57
002184	海得控制	1.57
603086	先达股份	1.57
603203	快克股份	1.57
603322	超讯通信	1.57
603501	韦尔股份	1.56
002732	燕塘乳业	1.56
002791	坚朗五金	1.55
002823	凯中精密	1.55
002868	绿康生化	1.55
600697	欧亚集团	1.55
002785	万里石	1.55
002209	达 意 隆	1.55
002829	星网宇达	1.54
300280	紫天科技	1.54
300677	英科医疗	1.54
002957	科瑞技术	1.54
300661	圣邦股份	1.54
600976	健民集团	1.53
600847	万里股份	1.53
603359	东珠生态	1.53
300514	友讯达	1.53
600980	北矿科技	1.52
600689	上海三毛	1.52
300250	初灵信息	1.52
300565	科信技术	1.51
002755	奥赛康	1.51
688388	嘉元科技	1.51
603527	众源新材	1.51
300220	金运激光	1.5
002828	贝肯能源	1.5
603938	三孚股份	1.5
300404	博济医药	1.5
601512	中新集团	1.5
300474	景嘉微	1.5
002633	申科股份	1.49
603656	泰禾光电	1.49
603016	新宏泰	1.48
603665	康隆达	1.48
300411	金盾股份	1.48
300494	盛天网络	1.48
600817	ST宏盛	1.48
603583	捷昌驱动	1.48
600506	香梨股份	1.48
600605	汇通能源	1.47
002819	东方中科	1.47
603595	东尼电子	1.47
300732	设研院	1.47
000668	荣丰控股	1.47
300675	建科院	1.47
603183	建研院	1.47
600444	国机通用	1.46
603538	美诺华	1.46
688567	孚能科技	1.46
603157	*ST拉夏	1.46
603990	麦迪科技	1.46
300655	晶瑞股份	1.45
300023	宝德股份	1.44
300306	远方信息	1.44
300551	古鳌科技	1.44
300480	光力科技	1.44
300521	爱司凯	1.44
002380	科远智慧	1.43
300768	迪普科技	1.43
603619	中曼石油	1.43
603559	中通国脉	1.43
002058	威 尔 泰	1.43
600385	ST金泰	1.43
300452	山河药辅	1.42
603896	寿仙谷	1.42
603078	江化微	1.42
603687	大胜达	1.42
603909	合诚股份	1.42
002667	鞍重股份	1.42
300770	新媒股份	1.42
600148	长春一东	1.42
000710	贝瑞基因	1.42
603055	台华新材	1.41
603679	华体科技	1.41
600990	四创电子	1.41
002916	深南电路	1.41
300671	富满电子	1.41
300260	新莱应材	1.41
603041	美思德	1.4
603159	上海亚虹	1.4
603579	荣泰健康	1.4
002144	宏达高科	1.4
002569	ST步森	1.4
002918	蒙娜丽莎	1.39
600647	同达创业	1.39
300572	安车检测	1.39
300484	蓝海华腾	1.39
000023	深天地Ａ	1.39
603181	皇马科技	1.39
300685	艾德生物	1.38
300625	三雄极光	1.38
002159	三特索道	1.38
300467	迅游科技	1.37
603289	泰瑞机器	1.36
300599	雄塑科技	1.36
603042	华脉科技	1.36
603256	宏和科技	1.36
603096	新经典	1.36
002869	金溢科技	1.36
000880	潍柴重机	1.35
600956	新天绿能	1.35
300582	英飞特	1.35
300561	汇金科技	1.34
002846	英联股份	1.34
300437	清水源	1.34
300399	京天利	1.34
300268	佳沃股份	1.34
002860	星帅尔	1.34
600768	宁波富邦	1.34
002826	易明医药	1.34
300488	恒锋工具	1.33
300719	安达维尔	1.33
002967	广电计量	1.32
603916	苏博特	1.32
603725	天安新材	1.32
603650	彤程新材	1.31
300632	光莆股份	1.31
300405	科隆股份	1.31
002771	真视通	1.31
603580	艾艾精工	1.31
002850	科达利	1.3
603320	迪贝电气	1.3
600265	ST景谷	1.3
603859	能科股份	1.3
000985	大庆华科	1.3
002879	长缆科技	1.3
603186	华正新材	1.29
002809	红墙股份	1.29
603963	大理药业	1.29
300694	蠡湖股份	1.29
300616	尚品宅配	1.29
